A B crs
51 17 9.570884274506104
51 18 1.5012803754285726
51 19 4.795720005076355
51 20 7.558554755550716
51 21 1.279235787572997
51 22 7.519993826022184
51 23 1.9715395224534857
51 24 6.111474527561289
51 25 7.810425647118408
51 26 6.5577084750866765
51 27 6.653057330758665
51 28 4.242146530782695
51 29 0.40480353168265615
51 30 3.6253088967402545
51 31 6.995684048209856
51 32 6.221229870974046
51 33 7.056621778327861
51 34 5.910917333911731
51 35 10.32699714547673
51 36 6.820353183278066
51 37 4.3780021274077505
51 38 12.977653491366187
51 39 6.959739465940706
51 40 4.805417081731343
51 41 0.9837571872147094
51 42 5.78434143482037
51 43 7.283237961705132
51 44 5.64114311648623
51 45 3.5000962917728087
51 46 5.099570984253771
51 47 5.20044517722109
51 48 7.423440426586842
51 49 5.199328215113415
51 50 6.1417306576469874
52 01 7.160996719607094
52 02 2.7644135072688787
52 03 3.1169970460933167
52 04 0.6228391149031892
52 05 4.9865701468463
52 06 3.224981215459565
52 07 5.142810620781406
52 08 7.2567282501687345
52 09 6.180773303187149
52 10 4.135918899035231
52 11 1.4274834318303793
52 12 4.9001598133107525
52 13 3.088360643651013
52 14 2.0112783068763203
52 15 8.519776590687874
52 16 3.9550296211131104
52 17 8.165487132078047
52 18 1.4364654083225552
52 19 4.832577684240164
52 20 7.607874738694202
52 21 2.6113412634238684
52 22 6.615951934113069
52 23 2.160329621536683
52 24 6.946565477780027
52 25 6.70999993031716
52 26 6.669820664309592
52 27 7.718623058677233
52 28 4.643211891658665
52 29 1.3744793511123303
52 30 2.328496799275011
52 31 6.7392621929405445
52 32 7.297223462550638
52 33 7.9322623526577285
52 34 6.539240032222895
52 35 10.786851274896659
52 36 7.987943699185803
52 37 5.312875780798302
52 38 13.541249187191772
52 39 7.506967941599945
52 40 5.4363431646138505
52 41 1.9958131358638103
52 42 5.762177158456866
52 43 6.077545422304057
52 44 4.912944025407911
52 45 4.023477798211571
52 46 3.886843935815473
52 47 5.947460803405416
52 48 7.661784764970016
52 49 6.0318425713757025
52 50 5.7789008601749
52 51 1.216158043185642
35 01 16.886086962227377
35 02 13.922825280296262
35 03 15.132388971289297
35 04 12.264527799497246
35 05 13.363816274801003
35 06 10.852123596288813
35 07 17.401284580311916
35 08 19.119125183299072
35 09 15.443531130882624
35 10 11.68537794420458
35 11 10.047775334092234
35 12 16.412128096427203
35 13 12.570813981403104
35 14 11.517205298533275
35 15 13.791955462269692
35 16 14.514223315830238
35 17 19.9994935030073
35 18 11.916241265166098
35 19 14.939365674385497
35 20 17.399207059511255
35 21 9.868428156217249
35 22 17.803330318544784
35 23 12.35648946746049
35 24 14.48306105534847
35 25 18.227870597028698
35 26 16.43330985623839
35 27 14.235494079078947
35 28 14.003233564227104
35 29 10.585222063015255
35 30 14.049594370827538
35 31 17.127249429155054
35 32 13.501925632918592
35 33 15.053905516776473
35 34 15.120359977268262
38 01 19.218098040557596
38 02 16.57367370709537
38 03 17.843239576386466
38 04 15.018782053602244
38 05 15.657262567318517
38 06 13.178708705452147
38 07 20.14053534143279
38 08 21.764534175208404
38 09 17.783943384576954
38 10 13.906655344106314
38 11 12.609391182857918
38 12 19.03570375934378
38 13 15.026879520066919
38 14 14.034478358620337
38 15 15.583273746807619
38 16 17.069340353385677
38 17 22.608004871906623
38 18 14.550857829816296
38 19 17.41942726321707
38 20 19.756761181622153
38 21 12.24840382269864
38 22 20.311693129650493
38 23 14.951504503110725
38 24 16.55552574806581
38 25 20.83050062690522
38 26 18.810270160731132
38 27 16.162398487493256
38 28 16.39082742996509
38 29 13.176154077901796
38 30 16.71288940412744
38 31 19.528684259279487
38 32 15.440875897573976
38 33 17.06928857501626
38 34 17.372245419474876
38 35 0.5545511145604078
38 36 15.126552497003107
38 37 14.91118649700828
